
SetupTitle, Posi Sweep(1)(1)
PrimitiveTest, I/V Sweep
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/30/2025 12:29:56
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, c6937d81-aede-4057-b37c-d630f04700fa
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -20
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Abs_Id
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-14
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 1.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 1.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 1.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 1.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 1.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777215
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -16776961
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -8355712
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -32640
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, false
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, false
AnalysisSetup, Analysis.Setup.Title, Nega Sweep(1)(1)
Dimension1, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
DataName, V1, V3, I1, I3, Abs_Id, SQRT_Id, SS, gm, Mobility, Ig, Is
DataValue, 0, 2, 6.7E-14, 2.6960000000000002E-12, 6.7E-14, 2.588435821108957E-07, 0, , , 2.6960000000000002E-12, 6.7E-14
DataValue, -0.2, 2, -1.2246000000000001E-11, 1.2980000000000001E-12, 1.2246000000000001E-11, 3.499428524773724E-06, 0, , , 1.2980000000000001E-12, -1.2246000000000001E-11
DataValue, -0.4, 2, -2.0547000000000003E-11, 7.75E-13, 2.0547000000000003E-11, 4.5328798792820448E-06, 0, , , 7.75E-13, -2.0547000000000003E-11
DataValue, -0.6, 2, -2.9448E-11, 5.5400000000000006E-13, 2.9448E-11, 5.4266011462056066E-06, 0, , , 5.5400000000000006E-13, -2.9448E-11
DataValue, -0.8, 2, -4.0503E-11, 4.5400000000000003E-13, 4.0503E-11, 6.364196728574628E-06, 0, , , 4.5400000000000003E-13, -4.0503E-11
DataValue, -1, 2, -5.4234000000000005E-11, 3.64E-13, 5.4234000000000005E-11, 7.3643737004581729E-06, 0, , , 3.64E-13, -5.4234000000000005E-11
DataValue, -1.2, 2, -7.108400000000001E-11, 2.38E-13, 7.108400000000001E-11, 8.4311327827285476E-06, 0, , , 2.38E-13, -7.108400000000001E-11
DataValue, -1.4000000000000001, 2, -9.2266000000000013E-11, 3.1000000000000004E-13, 9.2266000000000013E-11, 9.6055192467664135E-06, 0, , , 3.1000000000000004E-13, -9.2266000000000013E-11
DataValue, -1.6, 2, -1.1797400000000002E-10, 3.5800000000000004E-13, 1.1797400000000002E-10, 1.086158367826718E-05, 0, , , 3.5800000000000004E-13, -1.1797400000000002E-10
DataValue, -1.8, 2, -1.4798400000000002E-10, 3.06E-13, 1.4798400000000002E-10, 1.2164867446873394E-05, 0, , , 3.06E-13, -1.4798400000000002E-10
DataValue, -2, 2, -1.8503800000000002E-10, 2.7600000000000004E-13, 1.8503800000000002E-10, 1.3602867344791686E-05, 0, , , 2.7600000000000004E-13, -1.8503800000000002E-10
DataValue, -2.2, 2, -2.33228E-10, 2.94E-13, 2.33228E-10, 1.5271804084652215E-05, 0, , , 2.94E-13, -2.33228E-10
DataValue, -2.4, 2, -2.87382E-10, 2.06E-13, 2.87382E-10, 1.6952344970534312E-05, 0, , , 2.06E-13, -2.87382E-10
DataValue, -2.6, 2, -3.5081300000000003E-10, 3.06E-13, 3.5081300000000003E-10, 1.8730002669513958E-05, 0, , , 3.06E-13, -3.5081300000000003E-10
DataValue, -2.8000000000000003, 2, -4.35852E-10, 1.7E-13, 4.35852E-10, 2.0877068759766059E-05, 0, , , 1.7E-13, -4.35852E-10
DataValue, -3, 2, -5.0377800000000008E-10, 2.5400000000000003E-13, 5.0377800000000008E-10, 2.2444999443083087E-05, 0, , , 2.5400000000000003E-13, -5.0377800000000008E-10
DataValue, -3.2, 2, -6.1292800000000006E-10, 1.64E-13, 6.1292800000000006E-10, 2.4757382737276571E-05, 0, , , 1.64E-13, -6.1292800000000006E-10
DataValue, -3.4, 2, -7.32131E-10, 2.45E-13, 7.32131E-10, 2.7057919358295088E-05, 0, , , 2.45E-13, -7.32131E-10
DataValue, -3.6, 2, -8.52673E-10, 3.3300000000000005E-13, 8.52673E-10, 2.920056506302575E-05, 0, , , 3.3300000000000005E-13, -8.52673E-10
DataValue, -3.8000000000000003, 2, -1.0246E-09, 3.0200000000000003E-13, 1.0246E-09, 3.2009373627111168E-05, 0, , , 3.0200000000000003E-13, -1.0246E-09
DataValue, -4, 2, -1.33532E-09, 9.8000000000000012E-14, 1.33532E-09, 3.6542030594919051E-05, 0, , , 9.8000000000000012E-14, -1.33532E-09
DataValue, -4.2, 2, -1.47844E-09, 2.3100000000000003E-13, 1.47844E-09, 3.8450487643201616E-05, 0, , , 2.3100000000000003E-13, -1.47844E-09
DataValue, -4.4, 2, -1.67222E-09, 8.0000000000000013E-14, 1.67222E-09, 4.0892786649970431E-05, 0, , , 8.0000000000000013E-14, -1.67222E-09
DataValue, -4.6000000000000005, 2, -1.95198E-09, 1.76E-13, 1.95198E-09, 4.4181217728804173E-05, 0, , , 1.76E-13, -1.95198E-09
DataValue, -4.8, 2, -2.23625E-09, 2.1300000000000003E-13, 2.23625E-09, 4.7289005064602492E-05, 0, , , 2.1300000000000003E-13, -2.23625E-09
DataValue, -5, 2, -2.51633E-09, 6.9000000000000009E-14, 2.51633E-09, 5.0163034198501189E-05, 0, , , 6.9000000000000009E-14, -2.51633E-09
DataValue, -5.2, 2, -2.9006E-09, 1.5600000000000002E-13, 2.9006E-09, 5.3857218643372216E-05, 0, , , 1.5600000000000002E-13, -2.9006E-09
DataValue, -5.4, 2, -3.32409E-09, 1.3100000000000002E-13, 3.32409E-09, 5.7654921732667365E-05, 0, , , 1.3100000000000002E-13, -3.32409E-09
DataValue, -5.6000000000000005, 2, -3.79805E-09, 3.0000000000000005E-14, 3.79805E-09, 6.1628321411506893E-05, 0, , , 3.0000000000000005E-14, -3.79805E-09
DataValue, -5.8, 2, -4.20369E-09, 1.6E-14, 4.20369E-09, 6.4835869701886475E-05, 0, , , 1.6E-14, -4.20369E-09
DataValue, -6, 2, -4.63861E-09, 1.0100000000000001E-13, 4.63861E-09, 6.8107341748155169E-05, 0, , , 1.0100000000000001E-13, -4.63861E-09
DataValue, -6.2, 2, -5.13107E-09, 1.54E-13, 5.13107E-09, 7.16314874897904E-05, 0, , , 1.54E-13, -5.13107E-09
DataValue, -6.4, 2, -5.73831E-09, 1.65E-13, 5.73831E-09, 7.5751633645750508E-05, 0, , , 1.65E-13, -5.73831E-09
DataValue, -6.6000000000000005, 2, -6.37395E-09, 1.29E-13, 6.37395E-09, 7.9837021487527959E-05, 0, , , 1.29E-13, -6.37395E-09
DataValue, -6.8, 2, -7.32685E-09, 2.05E-13, 7.32685E-09, 8.5597020976199863E-05, 0, , , 2.05E-13, -7.32685E-09
DataValue, -7, 2, -7.95366E-09, 2.05E-13, 7.95366E-09, 8.9183294399792159E-05, 0, , , 2.05E-13, -7.95366E-09
DataValue, -7.2, 2, -8.87871E-09, 1.9000000000000002E-13, 8.87871E-09, 9.4226906985213092E-05, 0, , , 1.9000000000000002E-13, -8.87871E-09
DataValue, -7.4, 2, -1.012813E-08, -4.0000000000000006E-14, 1.012813E-08, 0.00010063861088071516, 0, , , -4.0000000000000006E-14, -1.012813E-08
DataValue, -7.6000000000000005, 2, -1.064552E-08, 1.1100000000000001E-13, 1.064552E-08, 0.00010317712924868573, 0, , , 1.1100000000000001E-13, -1.064552E-08
DataValue, -7.8, 2, -1.1434699999999998E-08, 6.7E-14, 1.1434699999999998E-08, 0.00010693315669145842, 0, , , 6.7E-14, -1.1434699999999998E-08
DataValue, -8, 2, -1.2928499999999999E-08, 9.8000000000000012E-14, 1.2928499999999999E-08, 0.00011370356194948336, 0, , , 9.8000000000000012E-14, -1.2928499999999999E-08
DataValue, -8.2, 2, -1.3902699999999999E-08, 1.5500000000000002E-13, 1.3902699999999999E-08, 0.00011790971122006872, 0, , , 1.5500000000000002E-13, -1.3902699999999999E-08
DataValue, -8.4, 2, -1.55224E-08, 7E-14, 1.55224E-08, 0.00012458892406630695, 0, , , 7E-14, -1.55224E-08
DataValue, -8.6, 2, -1.65968E-08, 8.1000000000000008E-14, 1.65968E-08, 0.00012882856826030475, 0, , , 8.1000000000000008E-14, -1.65968E-08
DataValue, -8.8, 2, -1.83442E-08, 1.9500000000000003E-13, 1.83442E-08, 0.00013544076195887264, 0, , , 1.9500000000000003E-13, -1.83442E-08
DataValue, -9, 2, -2.2497799999999996E-08, -9.6000000000000007E-14, 2.2497799999999996E-08, 0.00014999266648739863, 0, , , -9.6000000000000007E-14, -2.2497799999999996E-08
DataValue, -9.2000000000000011, 2, -2.16317E-08, 1.2000000000000001E-14, 2.16317E-08, 0.0001470771906177161, 0, , , 1.2000000000000001E-14, -2.16317E-08
DataValue, -9.4, 2, -2.2648699999999997E-08, 2.59E-13, 2.2648699999999997E-08, 0.00015049485041023828, 0, , , 2.59E-13, -2.2648699999999997E-08
DataValue, -9.6, 2, -2.5070899999999998E-08, 4.8000000000000004E-14, 2.5070899999999998E-08, 0.00015833792975784419, 0, , , 4.8000000000000004E-14, -2.5070899999999998E-08
DataValue, -9.8, 2, -2.6500699999999997E-08, -4.7E-14, 2.6500699999999997E-08, 0.00016279035597970782, 0, , , -4.7E-14, -2.6500699999999997E-08
DataValue, -10, 2, -2.9072599999999997E-08, -2.3000000000000003E-14, 2.9072599999999997E-08, 0.000170506891356332, 0, , , -2.3000000000000003E-14, -2.9072599999999997E-08
DataValue, -10.200000000000001, 2, -3.08814E-08, -5.8E-14, 3.08814E-08, 0.00017573104449698123, 0, , , -5.8E-14, -3.08814E-08
DataValue, -10.4, 2, -3.3120499999999995E-08, -1.7E-14, 3.3120499999999995E-08, 0.00018199038436137222, 0, , , -1.7E-14, -3.3120499999999995E-08
DataValue, -10.6, 2, -3.5235199999999995E-08, -7.1E-14, 3.5235199999999995E-08, 0.00018771041526777357, 0, , , -7.1E-14, -3.5235199999999995E-08
DataValue, -10.8, 2, -3.75995E-08, -7.1E-14, 3.75995E-08, 0.00019390590501580914, 0, , , -7.1E-14, -3.75995E-08
DataValue, -11, 2, -4.04672E-08, -2.18E-13, 4.04672E-08, 0.00020116460921344986, 0, , , -2.18E-13, -4.04672E-08
DataValue, -11.200000000000001, 2, -4.2859999999999995E-08, -1.69E-13, 4.2859999999999995E-08, 0.00020702656834329259, 0, , , -1.69E-13, -4.2859999999999995E-08
DataValue, -11.4, 2, -4.5328399999999996E-08, 1.16E-13, 4.5328399999999996E-08, 0.00021290467350436437, 0, , , 1.16E-13, -4.5328399999999996E-08
DataValue, -11.6, 2, -4.8673999999999996E-08, -1.4400000000000002E-13, 4.8673999999999996E-08, 0.00022062184841941651, 0, , , -1.4400000000000002E-13, -4.8673999999999996E-08
DataValue, -11.8, 2, -5.1664799999999996E-08, -1.7800000000000002E-13, 5.1664799999999996E-08, 0.00022729892212678879, 0, , , -1.7800000000000002E-13, -5.1664799999999996E-08
DataValue, -12, 2, -5.4346299999999992E-08, -4E-15, 5.4346299999999992E-08, 0.00023312292894522407, 0, , , -4E-15, -5.4346299999999992E-08
DataValue, -12.200000000000001, 2, -5.6712899999999994E-08, -1.1E-14, 5.6712899999999994E-08, 0.00023814470390919886, 0, , , -1.1E-14, -5.6712899999999994E-08
DataValue, -12.4, 2, -6.10089E-08, -1.6E-14, 6.10089E-08, 0.00024699979757076727, 0, , , -1.6E-14, -6.10089E-08
DataValue, -12.6, 2, -6.4776899999999993E-08, -3.3700000000000003E-13, 6.4776899999999993E-08, 0.00025451306449767954, 0, , , -3.3700000000000003E-13, -6.4776899999999993E-08
DataValue, -12.8, 2, -6.72113E-08, -2.18E-13, 6.72113E-08, 0.0002592514223683257, 0, , , -2.18E-13, -6.72113E-08
DataValue, -13, 2, -7.0549499999999993E-08, -7.8000000000000008E-14, 7.0549499999999993E-08, 0.00026561155848343649, 0, , , -7.8000000000000008E-14, -7.0549499999999993E-08
DataValue, -13.200000000000001, 2, -7.4043399999999992E-08, -1.8500000000000002E-13, 7.4043399999999992E-08, 0.00027210916926851249, 0, , , -1.8500000000000002E-13, -7.4043399999999992E-08
DataValue, -13.4, 2, -7.7768099999999991E-08, -7.9E-14, 7.7768099999999991E-08, 0.00027886932423628095, 0, , , -7.9E-14, -7.7768099999999991E-08
DataValue, -13.6, 2, -8.22889E-08, -2.44E-13, 8.22889E-08, 0.00028686041901942484, 0, , , -2.44E-13, -8.22889E-08
DataValue, -13.8, 2, -8.73933E-08, -1.99E-13, 8.73933E-08, 0.0002956235782206825, 0, , , -1.99E-13, -8.73933E-08
DataValue, -14, 2, -9.17451E-08, -2.94E-13, 9.17451E-08, 0.00030289453610126413, 0, , , -2.94E-13, -9.17451E-08
DataValue, -14.200000000000001, 2, -9.4404899999999985E-08, -2.8E-14, 9.4404899999999985E-08, 0.00030725380388206747, 0, , , -2.8E-14, -9.4404899999999985E-08
DataValue, -14.4, 2, -9.9152199999999984E-08, -2.3000000000000003E-14, 9.9152199999999984E-08, 0.00031488442324129019, 0, , , -2.3000000000000003E-14, -9.9152199999999984E-08
DataValue, -14.6, 2, -1.0298E-07, -4.9000000000000006E-14, 1.0298E-07, 0.00032090497035726947, 0, , , -4.9000000000000006E-14, -1.0298E-07
DataValue, -14.8, 2, -1.06201E-07, -2.35E-13, 1.06201E-07, 0.00032588494902342454, 0, , , -2.35E-13, -1.06201E-07
DataValue, -15, 2, -1.11742E-07, -3.0000000000000002E-15, 1.11742E-07, 0.00033427832714670569, 0, , , -3.0000000000000002E-15, -1.11742E-07
DataValue, -15.200000000000001, 2, -1.19393E-07, -3.0100000000000003E-13, 1.19393E-07, 0.00034553292173105586, 0, , , -3.0100000000000003E-13, -1.19393E-07
DataValue, -15.4, 2, -1.2377799999999999E-07, -3.9100000000000005E-13, 1.2377799999999999E-07, 0.000351820977202895, 0, , , -3.9100000000000005E-13, -1.2377799999999999E-07
DataValue, -15.6, 2, -1.27907E-07, -2.2200000000000001E-13, 1.27907E-07, 0.00035764088133209828, 0, , , -2.2200000000000001E-13, -1.27907E-07
DataValue, -15.8, 2, -1.33192E-07, -8.7000000000000008E-14, 1.33192E-07, 0.00036495479172083767, 0, , , -8.7000000000000008E-14, -1.33192E-07
DataValue, -16, 2, -1.41329E-07, -4.11E-13, 1.41329E-07, 0.000375937494804655, 0, , , -4.11E-13, -1.41329E-07
DataValue, -16.2, 2, -1.47442E-07, -2.49E-13, 1.47442E-07, 0.00038398177040062723, 0, , , -2.49E-13, -1.47442E-07
DataValue, -16.4, 2, -1.5365699999999998E-07, -2.6E-13, 1.5365699999999998E-07, 0.00039199107132688619, 0, , , -2.6E-13, -1.5365699999999998E-07
DataValue, -16.6, 2, -1.5946899999999998E-07, -1.22E-13, 1.5946899999999998E-07, 0.00039933569837919574, 0, , , -1.22E-13, -1.5946899999999998E-07
DataValue, -16.8, 2, -1.6929699999999998E-07, -2.93E-13, 1.6929699999999998E-07, 0.00041145716666501263, 0, , , -2.93E-13, -1.6929699999999998E-07
DataValue, -17, 2, -1.75045E-07, -3.0900000000000005E-13, 1.75045E-07, 0.00041838379509727668, 0, , , -3.0900000000000005E-13, -1.75045E-07
DataValue, -17.2, 2, -1.82364E-07, -2.2600000000000002E-13, 1.82364E-07, 0.00042704098163993585, 0, , , -2.2600000000000002E-13, -1.82364E-07
DataValue, -17.400000000000002, 2, -1.89964E-07, -2.67E-13, 1.89964E-07, 0.00043584859756571432, 0, , , -2.67E-13, -1.89964E-07
DataValue, -17.6, 2, -1.9796299999999998E-07, -3.4900000000000003E-13, 1.9796299999999998E-07, 0.00044493033162507588, 0, , , -3.4900000000000003E-13, -1.9796299999999998E-07
DataValue, -17.8, 2, -2.06686E-07, -5.5300000000000007E-13, 2.06686E-07, 0.00045462731990059726, 0, , , -5.5300000000000007E-13, -2.06686E-07
DataValue, -18, 2, -2.14161E-07, -4.88E-13, 2.14161E-07, 0.00046277532345621023, 0, , , -4.88E-13, -2.14161E-07
DataValue, -18.2, 2, -2.23545E-07, -5.18E-13, 2.23545E-07, 0.00047280545682130195, 0, , , -5.18E-13, -2.23545E-07
DataValue, -18.400000000000002, 2, -2.3036599999999999E-07, -3.28E-13, 2.3036599999999999E-07, 0.00047996458202663244, 0, , , -3.28E-13, -2.3036599999999999E-07
DataValue, -18.6, 2, -2.40591E-07, -3.3E-13, 2.40591E-07, 0.000490500764525398, 0, , , -3.3E-13, -2.40591E-07
DataValue, -18.8, 2, -2.50831E-07, -3.77E-13, 2.50831E-07, 0.0005008303105843336, 0, , , -3.77E-13, -2.50831E-07
DataValue, -19, 2, -2.61254E-07, -4.12E-13, 2.61254E-07, 0.00051113012041944855, 0, , , -4.12E-13, -2.61254E-07
DataValue, -19.2, 2, -2.69494E-07, -4.99E-13, 2.69494E-07, 0.00051912811520856772, 0, , , -4.99E-13, -2.69494E-07
DataValue, -19.400000000000002, 2, -2.7844E-07, -4.46E-13, 2.7844E-07, 0.00052767414187166687, 0, , , -4.46E-13, -2.7844E-07
DataValue, -19.6, 2, -2.8937E-07, -2.1400000000000002E-13, 2.8937E-07, 0.00053793122236955166, 0, , , -2.1400000000000002E-13, -2.8937E-07
DataValue, -19.8, 2, -3.0159699999999997E-07, -2.67E-13, 3.0159699999999997E-07, 0.0005491784773641443, 0, , , -2.67E-13, -3.0159699999999997E-07
DataValue, -20, 2, -3.12286E-07, -2.35E-13, 3.12286E-07, 0.00055882555417589841, -0, , , -2.35E-13, -3.12286E-07
DataValue, -20, 2, -2.96354E-07, -3.6900000000000004E-13, 2.96354E-07, 0.00054438405560780338, -0, , , -3.6900000000000004E-13, -2.96354E-07
DataValue, -19.8, 2, -2.57102E-07, -9.2000000000000012E-14, 2.57102E-07, 0.00050705226555060377, -0, , , -9.2000000000000012E-14, -2.57102E-07
DataValue, -19.6, 2, -2.28791E-07, 1.99E-13, 2.28791E-07, 0.00047832102190892674, -0, , , 1.99E-13, -2.28791E-07
DataValue, -19.400000000000002, 2, -2.06423E-07, -4.7E-14, 2.06423E-07, 0.00045433797992243613, -0, , , -4.7E-14, -2.06423E-07
DataValue, -19.2, 2, -1.84573E-07, 2.24E-13, 1.84573E-07, 0.00042961959918048432, -0, , , 2.24E-13, -1.84573E-07
DataValue, -19, 2, -1.67925E-07, 6.7E-14, 1.67925E-07, 0.0004097865297932571, -0, , , 6.7E-14, -1.67925E-07
DataValue, -18.8, 2, -1.50339E-07, 1.76E-13, 1.50339E-07, 0.00038773573474726314, -0, , , 1.76E-13, -1.50339E-07
